# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
790 ; 1 ; 0 ; 0 ; [0.53359887980173515] ; [-0.050607513406337373]
790 ; 1 ; 0 ; 7 ; [1.1477834058255187, 0.18098971840348596] ; [0.43950860350013349, 0.12151887016235054]
790 ; 1 ; 0 ; 8 ; [0.13758736182408646] ; [0.56341115013287235]
790 ; 1 ; 1 ; 0 ; [0.14191889264048546] ; [0.38140872551193356]
790 ; 1 ; 1 ; 1 ; [0.98895629852359535] ; [0.049571531269881418]
790 ; 1 ; 1 ; 2 ; [1.4353674465907131] ; [0.34467201123498242]
790 ; 1 ; 1 ; 3 ; [0.52439591241330319] ; [3.405134905919601]
790 ; 1 ; 1 ; 8 ; [0.034487202840273935] ; [1.3292340524177313]
790 ; 1 ; 1 ; 10 ; [4.3426736608712542] ; [0.9152088251081042]
790 ; 1 ; 1 ; 11 ; [2.680356412540648] ; [1.2359829397395785]
790 ; 1 ; 1 ; 12 ; [3.8348094364549428] ; [2.661963785995638]
790 ; 1 ; 1 ; 13 ; [3.6853277566660707] ; [1.1094367692885854]
790 ; 1 ; 1 ; 14 ; [1.7082368611131473] ; [1.5903682587118946]
790 ; 1 ; 2 ; 0 ; [0.0039355668928609151, 0.009735928008347397, -0.01120372886362327] ; [0.10291449861921506, 0.20522626307866307, 0.092495318526525455]
790 ; 1 ; 3 ; 0 ; [0.15189196723862289, 0.27096691782719196] ; [0.20377718663562674, 0.33668626674148344]
790 ; 1 ; 4 ; 0 ; [0.053487893583980435] ; [0.18842748870958073]
790 ; 1 ; 4 ; 1 ; [0.030816155028312003] ; [0.24627981058765228]
790 ; 1 ; 4 ; 2 ; [-0.00075897901723454713] ; [0.1909705224651855]
790 ; 1 ; 6 ; 0 ; [0.58700554641790481] ; [0.50472530857845865]
790 ; 1 ; 6 ; 2 ; [0.55645779838147247] ; [0.24984904651357723]
790 ; 1 ; 7 ; 0 ; [1.6480272654091592] ; [1.4606426739080423]
790 ; 1 ; 7 ; 3 ; [1.784583390357688] ; [1.2011915788892538]
790 ; 1 ; 7 ; 8 ; [0.7612772820513789] ; [0.1614842323896343]
790 ; 1 ; 8 ; 0 ; [0.035448749683537929, 0.046504510660105101, 0.21258197971697904] ; [0.11992031784168883, 0.21558299780170198, 0.32790622681658432]
790 ; 1 ; 8 ; 1 ; [0.50674072016455862] ; [0.36287167247833091]
790 ; 1 ; 10 ; 0 ; [0.22661692272668221] ; [0.35330092436630128]
790 ; 1 ; 10 ; 1 ; [1.6764293412805866] ; [3.443839962580848]
790 ; 1 ; 11 ; 0 ; [0.01098725098376707] ; [0.15565910302584243]
790 ; 1 ; 11 ; 1 ; [0.051496173007873944] ; [0.096500378057375102]
790 ; 1 ; 12 ; 0 ; [0.65574447303891681] ; [0.66288880998455291]
790 ; 1 ; 14 ; 0 ; [0.87563709565911196] ; [0.36258592991845384]
