# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
998 ; 97 ; 0 ; 0 ; [0.73202428293748534] ; [0.38505343292897576]
998 ; 97 ; 0 ; 13 ; [0.10062006417122099] ; [0.18034287861618062]
998 ; 97 ; 2 ; 1 ; [1.4365102035489024] ; [1.2507328182210355]
998 ; 97 ; 2 ; 5 ; [0.80746189062856066] ; [0.38665558318257859]
998 ; 97 ; 2 ; 8 ; [0.55741473291552346] ; [1.0193402439860153]
998 ; 97 ; 2 ; 9 ; [0.26109162182416162] ; [2.4744781888442606]
998 ; 97 ; 2 ; 12 ; [0.56498056502818461] ; [1.0250623594585071]
998 ; 97 ; 2 ; 13 ; [0.37921637160296978] ; [2.1616724623051828]
998 ; 97 ; 2 ; 17 ; [0.25809358438620661] ; [1.5237021618571469]
998 ; 97 ; 2 ; 21 ; [37.764834285188329] ; [1.7335894152545408]
998 ; 97 ; 2 ; 22 ; [0.13325961112762644] ; [1.2138648268089685]
998 ; 97 ; 3 ; 0 ; [0.15715529902846681] ; [0.34517454910893747]
998 ; 97 ; 3 ; 5 ; [0.0037044636074249236] ; [0.25839786994077796]
998 ; 97 ; 3 ; 6 ; [11.018065265572201] ; [0.7549795048417991]
998 ; 97 ; 4 ; 0 ; [0.42178289370296534] ; [0.16111814657761439]
998 ; 97 ; 4 ; 5 ; [0.33513889730838131] ; [0.011040623279166731]
998 ; 97 ; 4 ; 12 ; [0.19200042681042365] ; [0.9171088932489756]
998 ; 97 ; 5 ; 2 ; [0.49331831603142923] ; [9.0161937353567456]
998 ; 97 ; 5 ; 3 ; [5.7188094966499676] ; [1.424074129195658]
998 ; 97 ; 5 ; 4 ; [1.1321995066844974] ; [1.8938334979185649]
998 ; 97 ; 5 ; 7 ; [0.92978013149876859] ; [4.4619767086114495]
998 ; 97 ; 5 ; 9 ; [10.618324422190135] ; [2.9910642932198916]
998 ; 97 ; 5 ; 11 ; [0.46556277302846172] ; [6.1871480766079294]
998 ; 97 ; 5 ; 13 ; [0.35646436319280328] ; [1.2650684643601839]
998 ; 97 ; 5 ; 19 ; [1.9582030931552277] ; [0.8347068990391876]
998 ; 97 ; 5 ; 20 ; [12.67212402521721] ; [1.5233318178286033]
998 ; 97 ; 7 ; 0 ; [0.05023499630356669] ; [0.55051195173753165]
998 ; 97 ; 7 ; 2 ; [0.75249424912428453] ; [0.25906162806726629]
998 ; 97 ; 8 ; 0 ; [1.5467189236839083, 0.064488194064822285] ; [0.12565645122666144, 0.10380781239862866]
998 ; 97 ; 8 ; 2 ; [0.20005483646783381] ; [1.3328969643466126]
998 ; 97 ; 8 ; 3 ; [1.0620112036044298] ; [-2.2547738338265244]
998 ; 97 ; 8 ; 5 ; [0.42080217541360143] ; [-0.018142658218848893]
998 ; 97 ; 8 ; 6 ; [0.35204310102653535] ; [0.094212668911164102]
998 ; 97 ; 8 ; 7 ; [8.3044860372061571] ; [-0.13721118335719237]
998 ; 97 ; 8 ; 9 ; [0.35209571448357607, 0.090234823163316671, 2.142891457120073] ; [0.2904551553213669, 0.14740106565465139, 0.079036785653058023]
998 ; 97 ; 9 ; 0 ; [0.0078775640721609908, 0.042497171612550483, 0.067547502022638747] ; [0.21504953162862656, 0.16275220738871202, 0.22399943961639218]
998 ; 97 ; 9 ; 2 ; [-0.015006592121760857] ; [0.10750124665065107]
998 ; 97 ; 9 ; 7 ; [0.36167577447697524] ; [2.5299332138664146]
998 ; 97 ; 10 ; 0 ; [2.5965555292991973] ; [0.63216305959496366]
998 ; 97 ; 10 ; 4 ; [2.0627954722160649] ; [1.4006746553034066]
998 ; 97 ; 10 ; 6 ; [0.025886451247786501] ; [1.7536915321650521]
998 ; 97 ; 10 ; 7 ; [1.4172273943627367] ; [1.7714359711225722]
998 ; 97 ; 10 ; 10 ; [0.0024722122131759917] ; [1.592729329568662]
998 ; 97 ; 10 ; 13 ; [1.0230305210999135] ; [1.1987651711513247]
998 ; 97 ; 10 ; 15 ; [2.5513029333193766] ; [2.840774419108743]
998 ; 97 ; 10 ; 17 ; [2.0476250985016571] ; [1.816923452859025]
998 ; 97 ; 10 ; 18 ; [0.0023371400508647314] ; [1.5682637987050441]
998 ; 97 ; 10 ; 19 ; [5.9293228787197165] ; [2.5914504629986364]
998 ; 97 ; 10 ; 29 ; [2.4524863529490375] ; [1.3583864489218773]
998 ; 97 ; 10 ; 30 ; [2.9543620020536134] ; [0.74182544890049873]
998 ; 97 ; 10 ; 31 ; [1.5130847640768383] ; [1.2370291395068023]
998 ; 97 ; 11 ; 0 ; [0.47123446829617693] ; [4.4578027401098739]
998 ; 97 ; 11 ; 8 ; [0.065617439102225422] ; [0.22098048234026335]
998 ; 97 ; 12 ; 11 ; [0.16568979629528777] ; [0.78110481133961218]
998 ; 97 ; 12 ; 17 ; [0.039668543011327009, 0.25834364426694506, 0.31772144442252837, 0.39863801850519565] ; [0.28009309831901424, 0.13870438959828205, 0.025714366217599621, 0.15834524224840577]
998 ; 97 ; 13 ; 0 ; [0.28895345736653977, -0.0096424894805422993] ; [0.35201113843261189, 0.10292841196767402]
998 ; 97 ; 14 ; 0 ; [2.0172329688060024] ; [0.64051958541582998]
998 ; 97 ; 15 ; 1 ; [0.70897523996092127] ; [0.38817363546896083]
998 ; 97 ; 16 ; 0 ; [0.51879968876104221, 0.21370757877259705, 0.56803891402772622] ; [0.14188192048722809, 0.51573240992696012, 1.1597570092002203]
998 ; 97 ; 16 ; 1 ; [0.15064497815516453] ; [0.11597410974911068]
998 ; 97 ; 16 ; 2 ; [0.28807017788068795] ; [1.0487090613498367]
998 ; 97 ; 18 ; 1 ; [0.020912166054531178] ; [0.0039483190844703617]
998 ; 97 ; 18 ; 2 ; [0.1993058361258141] ; [-0.033546973824549388]
998 ; 97 ; 18 ; 6 ; [0.046896349319992682] ; [0.25071594152429444]
998 ; 97 ; 19 ; 1 ; [0.073662171676625213] ; [1.1227367186647628]
998 ; 97 ; 19 ; 2 ; [1.2373692059811268] ; [0.62737557193757199]
998 ; 97 ; 19 ; 3 ; [-0.033462054462879358] ; [0.016969718316644053]
998 ; 97 ; 19 ; 6 ; [0.21119607477900729] ; [0.97642363986545777]
998 ; 97 ; 19 ; 7 ; [0.089605649492295145] ; [0.84430560598466531]
998 ; 97 ; 19 ; 8 ; [0.010892104564854621] ; [1.1960590177755468]
998 ; 97 ; 19 ; 13 ; [0.097323526754884343] ; [1.8986951611585321]
998 ; 97 ; 20 ; 0 ; [0.26248918742773275, 0.057927039503025253] ; [0.07922056244301301, 0.08702411036333918]
998 ; 97 ; 20 ; 1 ; [0.17842488260462841] ; [0.53291571510158831]
998 ; 97 ; 20 ; 8 ; [0.16225236867809484] ; [0.11590841452662665]
998 ; 97 ; 22 ; 3 ; [0.45999154026507583] ; [0.043639270174784847]
998 ; 97 ; 22 ; 7 ; [0.086538706520913847] ; [1.6837250548782681]
998 ; 97 ; 22 ; 9 ; [0.1301629540065182] ; [0.89657843573503793]
998 ; 97 ; 22 ; 11 ; [0.23031018230160727] ; [0.12689785046631821]
998 ; 97 ; 23 ; 0 ; [0.4779064336566613, 0.075873610446855491] ; [0.20824785561653714, 0.14630820612992243]
998 ; 97 ; 23 ; 1 ; [0.16452263760132646] ; [0.11294408113395546]
998 ; 97 ; 23 ; 8 ; [0.23590820402781737] ; [4.0915699111927522]
998 ; 97 ; 23 ; 10 ; [0.046898542306902415] ; [0.67911954540587549]
998 ; 97 ; 23 ; 12 ; [-7.4543949709204416] ; [1.1873756064773913]
998 ; 97 ; 23 ; 19 ; [0.057110858959479482] ; [1.0863152288968301]
998 ; 97 ; 24 ; 0 ; [0.070067645207480364] ; [0.22820481588366878]
998 ; 97 ; 24 ; 2 ; [0.05374793637951937] ; [0.03339808919436231]
998 ; 97 ; 24 ; 4 ; [0.019195441340489047, 0.69454094458818705, -0.0018884049141121863] ; [0.57588209430343185, 0.18809595067744148, 0.41416381476486913]
998 ; 97 ; 25 ; 1 ; [0.27408733520925238] ; [-0.0081404373600156565]
998 ; 97 ; 25 ; 2 ; [2.6233543566233957] ; [1.7859279746266381]
998 ; 97 ; 25 ; 6 ; [1.4517214222197936] ; [1.1242605054802133]
998 ; 97 ; 25 ; 12 ; [0.34892369710691662] ; [1.3139020116114244]
998 ; 97 ; 25 ; 13 ; [0.34218293634780461] ; [1.3228621033149537]
998 ; 97 ; 25 ; 16 ; [2.8070497894050788] ; [1.8400393379670001]
