# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
998 ; 47 ; 0 ; 0 ; [0.96670820434686755] ; [0.23485405574166643]
998 ; 47 ; 0 ; 1 ; [0.017662408767426242] ; [0.0034349695593786176]
998 ; 47 ; 1 ; 0 ; [0.14479467355595524] ; [0.02442443128798379]
998 ; 47 ; 2 ; 0 ; [0.16879573090408553, 0.21738698076869983, 0.6952708388286799] ; [0.32641338038372586, 0.62963598180208136, 0.13425556873816255]
998 ; 47 ; 2 ; 1 ; [0.12259863183721105] ; [0.2934532718307365]
998 ; 47 ; 2 ; 5 ; [0.072288460587444217] ; [1.4558653136331652]
998 ; 47 ; 2 ; 7 ; [0.0022586918995714284] ; [1.3651171266797872]
998 ; 47 ; 3 ; 0 ; [0.25842776981801663, 0.50705388723973266] ; [0.17705742985123243, 0.17941398556368135]
998 ; 47 ; 4 ; 2 ; [1.8663833772098524] ; [0.20480202348996748]
998 ; 47 ; 4 ; 8 ; [0.10492700360307619] ; [0.83007847286108305]
998 ; 47 ; 4 ; 20 ; [0.82374344334978022] ; [2.3219714954485702]
998 ; 47 ; 4 ; 22 ; [0.0031306769410902194] ; [0.96309504313429961]
998 ; 47 ; 4 ; 24 ; [1.0973539894352777] ; [0.17070505675078496]
998 ; 47 ; 4 ; 25 ; [0.67490648146689158] ; [0.15014256886188612]
998 ; 47 ; 5 ; 1 ; [0.65340634894625771] ; [0.45270288115659563]
998 ; 47 ; 5 ; 2 ; [0.20999461616921877] ; [0.23446080754578236]
998 ; 47 ; 5 ; 7 ; [0.64109047428631349] ; [0.86698663913771623]
998 ; 47 ; 5 ; 11 ; [0.6727327958412308] ; [1.7858495913129344]
998 ; 47 ; 5 ; 15 ; [0.00035277109104351364] ; [2.696750860743403]
998 ; 47 ; 6 ; 0 ; [1.1387096643293619] ; [0.80091471016777227]
998 ; 47 ; 6 ; 1 ; [1.6888967317819759] ; [0.73426348861931934]
998 ; 47 ; 6 ; 8 ; [1.7862121283110062] ; [0.71555663532205416]
998 ; 47 ; 6 ; 12 ; [0.61203446586210664] ; [1.5426422772832407]
998 ; 47 ; 6 ; 13 ; [1.0647791236237012] ; [1.1133097658815136]
998 ; 47 ; 6 ; 21 ; [0.086112852663546055] ; [1.4844789812994954]
998 ; 47 ; 7 ; 0 ; [0.92538871680198542, 0.84333565332794636] ; [0.49279018853961276, 0.078107749897808498]
998 ; 47 ; 7 ; 1 ; [0.55828745688266213] ; [0.15544172720045199]
998 ; 47 ; 7 ; 3 ; [1.6493055213964074, 1.6444776865077293] ; [0.11276414178595905, 0.11537471138789683]
998 ; 47 ; 7 ; 4 ; [0.24793405875650187] ; [0.091891109132710674]
998 ; 47 ; 7 ; 5 ; [2.6301737129682974] ; [0.05150636628310086]
998 ; 47 ; 7 ; 18 ; [0.89810828840712154] ; [0.25064848593903766]
998 ; 47 ; 8 ; 0 ; [0.18185666247245505, 0.29684924053389855] ; [0.37994463233482884, 0.40769443242301523]
998 ; 47 ; 8 ; 2 ; [0.47732492985225972] ; [0.10376345230394113]
998 ; 47 ; 8 ; 3 ; [0.099025638790021478, 2.562384553628946] ; [-0.0016492619986706698, -0.0077454064040858965]
998 ; 47 ; 8 ; 4 ; [0.54476178513235607] ; [0.31632840151899583]
998 ; 47 ; 8 ; 5 ; [1.5969569750595927] ; [0.24750402807921609]
998 ; 47 ; 8 ; 6 ; [0.061850188975778944] ; [0.017158208124656456]
998 ; 47 ; 8 ; 18 ; [0.11865970854836447] ; [1.8529277544730005]
998 ; 47 ; 9 ; 2 ; [0.2295867085362088, 1.234591712352171] ; [0.024848052684755897, 0.082972419358469732]
998 ; 47 ; 9 ; 6 ; [0.3458906400415111] ; [0.095942625231895048]
998 ; 47 ; 10 ; 0 ; [0.11547039714611389] ; [0.038177074640914938]
998 ; 47 ; 11 ; 1 ; [0.42937544069131722, 2.4967161921538819] ; [0.58497272188136962, 0.84031942423676853]
998 ; 47 ; 11 ; 5 ; [1.427796688389791] ; [2.0902001644509456]
998 ; 47 ; 12 ; 0 ; [0.0055793834627336138, 0.027606655848296417, 0.36409236378537807, 0.13337158741403154] ; [0.12910814967858797, 0.29148831828506494, 0.28858958384717498, 0.18507652983156642]
998 ; 47 ; 13 ; 5 ; [0.12450135635661588] ; [0.34268434093530609]
998 ; 47 ; 13 ; 7 ; [0.38980143012572394] ; [1.8353862991155065]
998 ; 47 ; 13 ; 12 ; [2.8757848752943205] ; [3.1453567123055861]
998 ; 47 ; 13 ; 14 ; [1.5934749217448141] ; [2.5459383056428084]
998 ; 47 ; 13 ; 16 ; [0.019210541907502265] ; [2.5351056625130455]
998 ; 47 ; 13 ; 20 ; [1.7057519256587597] ; [2.3362062664836283]
998 ; 47 ; 13 ; 22 ; [2.2548653129666505] ; [1.7824055531861505]
998 ; 47 ; 13 ; 24 ; [4.8639978323412505] ; [1.3085971907514631]
998 ; 47 ; 13 ; 26 ; [2.5689256371734301] ; [1.8551718552419942]
998 ; 47 ; 13 ; 27 ; [2.8621454434322144] ; [2.553866432608352]
998 ; 47 ; 13 ; 30 ; [3.0467366057370699] ; [1.5192162697081459]
998 ; 47 ; 13 ; 31 ; [1.6466848611794542] ; [2.2876114566728698]
998 ; 47 ; 13 ; 35 ; [0.9433777203773096] ; [3.9695587762934528]
998 ; 47 ; 13 ; 37 ; [4.6936358329859109] ; [1.8526638358386285]
998 ; 47 ; 13 ; 39 ; [2.2335077686329772] ; [1.1244035682772093]
998 ; 47 ; 14 ; 0 ; [0.074489311121525195] ; [0.010686667537743768]
998 ; 47 ; 15 ; 1 ; [0.3238670861449649] ; [1.6558941000714997]
998 ; 47 ; 15 ; 3 ; [0.42287136432892491] ; [0.3783255326845969]
998 ; 47 ; 15 ; 4 ; [0.28345412215794946] ; [0.14328773463645966]
998 ; 47 ; 16 ; 0 ; [0.21528541205869356, 0.18758336764320596, 0.053645098447867912] ; [0.46599184854499531, 0.11453127963762534, 0.086049137368200135]
998 ; 47 ; 17 ; 0 ; [0.42261472891876734, -0.045532962678450827] ; [0.5505057823457008, 0.088936323494139824]
998 ; 47 ; 17 ; 1 ; [0.019739049590589391] ; [-0.0092576338967526543]
998 ; 47 ; 17 ; 4 ; [0.12817454143825482] ; [0.94458919398032326]
998 ; 47 ; 17 ; 5 ; [0.008996475812488032] ; [1.4549540876261984]
998 ; 47 ; 18 ; 0 ; [1.0851411279095935] ; [0.66958040405133878]
998 ; 47 ; 18 ; 9 ; [0.52698988466772001] ; [0.15993320057917434]
998 ; 47 ; 18 ; 15 ; [1.4310429766797887] ; [0.2266638913768424]
998 ; 47 ; 18 ; 16 ; [0.070233867497946981] ; [0.12212679112285972]
998 ; 47 ; 18 ; 18 ; [1.2949307173881257] ; [0.38454173768981054]
998 ; 47 ; 18 ; 19 ; [0.020339629764514065] ; [0.15858322700646135]
998 ; 47 ; 19 ; 0 ; [0.15013372286460006, 0.49117385356010174, 1.2948906432076088] ; [0.46644236470587025, 0.17764415986485607, 0.077981785491659752]
998 ; 47 ; 19 ; 2 ; [-0.029575664694157063] ; [0.20587413998011844]
998 ; 47 ; 20 ; 0 ; [0.36251536430084846, 0.064198196359798579] ; [0.68864826838204429, 0.32542173408326608]
998 ; 47 ; 20 ; 9 ; [0.033760393045883644] ; [0.7941831979817231]
998 ; 47 ; 20 ; 10 ; [0.011831727352468962] ; [1.4083615368792828]
998 ; 47 ; 22 ; 11 ; [1.0852084991979485] ; [0.12283518689158737]
998 ; 47 ; 23 ; 0 ; [0.18276832171854915] ; [0.27434478002259116]
998 ; 47 ; 23 ; 3 ; [1.3865926236467825] ; [0.50500005854498975]
998 ; 47 ; 23 ; 5 ; [0.87522079770356442] ; [1.04062103284121]
998 ; 47 ; 23 ; 6 ; [2.1741320901635226] ; [1.1075638864852544]
998 ; 47 ; 23 ; 7 ; [0.37359912764779707] ; [0.12424169732590098]
998 ; 47 ; 23 ; 9 ; [0.010339660411847562] ; [1.0128630527765861]
998 ; 47 ; 23 ; 12 ; [0.13147613872576755] ; [0.21829222890559272]
998 ; 47 ; 23 ; 13 ; [0.19961493688547388] ; [0.12822296342034667]
998 ; 47 ; 24 ; 0 ; [0.0065964691348858028] ; [0.61775253111789619]
998 ; 47 ; 24 ; 4 ; [0.0073477449675072191] ; [-0.094451742733898003]
998 ; 47 ; 24 ; 5 ; [0.23366473662160769] ; [0.32852447929644008]
998 ; 47 ; 24 ; 7 ; [0.03042444153691878] ; [-0.076991620491791493]
998 ; 47 ; 25 ; 0 ; [-0.01646167146641165] ; [0.083423613540688057]
998 ; 47 ; 25 ; 4 ; [0.020029873820862826] ; [0.0035610431523716178]
998 ; 47 ; 26 ; 1 ; [1.1244598779213317] ; [0.23146179375645046]
998 ; 47 ; 26 ; 2 ; [0.16628186384102361] ; [0.57161653733874496]
998 ; 47 ; 27 ; 0 ; [0.012073518414729836] ; [0.050012948904000945]
998 ; 47 ; 28 ; 0 ; [0.16184380343291627, 0.36222514941803563] ; [0.12719724583363379, 0.1919186030870953]
998 ; 47 ; 29 ; 1 ; [4.3658581954805795] ; [0.25897558816946292]
998 ; 47 ; 29 ; 3 ; [0.0035251856418573569] ; [0.39310951527595861]
998 ; 47 ; 29 ; 6 ; [0.64902151049579948] ; [1.4673977283532316]
