# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
840 ; 96 ; 0 ; 0 ; [0.33025992909431251, 1.361267535121585] ; [0.16172693229544813, 0.13739844074487501]
840 ; 96 ; 0 ; 2 ; [0.61621738061749098] ; [0.66003773591640036]
840 ; 96 ; 0 ; 3 ; [2.3373733761805027] ; [0.052548292309730751]
840 ; 96 ; 0 ; 4 ; [3.9983646676377274] ; [0.94426564320677864]
840 ; 96 ; 0 ; 6 ; [0.87442973283526859] ; [0.36849064566325079]
840 ; 96 ; 0 ; 8 ; [1.4979397317310803] ; [0.1324772508598783]
840 ; 96 ; 1 ; 0 ; [0.03304268094565542, 0.1248964846693949, 1.0895112677324508] ; [0.30370117574807082, 0.38996920526536044, 0.081996447721756918]
840 ; 96 ; 1 ; 1 ; [0.95039897671128248] ; [-0.01466887388428125]
840 ; 96 ; 2 ; 0 ; [0.0041314032454616645] ; [0.21218722514965974]
840 ; 96 ; 2 ; 1 ; [0.40193794930914412] ; [0.12807090812997085]
840 ; 96 ; 2 ; 2 ; [0.013720399759553288] ; [0.088700556818872248]
840 ; 96 ; 3 ; 0 ; [0.13558390651784363, 0.14004437774184064] ; [0.17437742239419218, 0.15379433939100712]
840 ; 96 ; 4 ; 0 ; [6.5383311718237005] ; [0.6662221167067448]
840 ; 96 ; 4 ; 1 ; [0.5105159893856368] ; [0.13826158179308401]
840 ; 96 ; 4 ; 5 ; [4.4969366837965064] ; [1.3993427893645261]
840 ; 96 ; 5 ; 0 ; [0.18626470495812741, 0.10525870644727758, 0.070419986159022591] ; [0.27495828073803841, 0.23283485854834846, 0.12008970736166173]
840 ; 96 ; 5 ; 1 ; [0.059341623916402568, 0.1147347174220118, 0.78730451839430726] ; [0.066802793227859272, 0.1468391934098037, 0.8073353868237092]
840 ; 96 ; 6 ; 0 ; [-0.00059323225228835748, 0.0025540840603773007, 0.04793932061891442] ; [0.1982991316174387, 0.21378505612912191, 0.044402620133400322]
840 ; 96 ; 6 ; 2 ; [0.69001799588109414] ; [0.12972784985692304]
840 ; 96 ; 7 ; 0 ; [0.76969517544632127] ; [0.36937822013751148]
840 ; 96 ; 7 ; 1 ; [0.03930860758028755] ; [1.5460348772744161]
840 ; 96 ; 7 ; 2 ; [0.83998505779174604] ; [0.18158870015562595]
840 ; 96 ; 7 ; 3 ; [1.106883382928161] ; [0.50259503204972211]
840 ; 96 ; 7 ; 4 ; [0.0060903486872677156] ; [0.038904770642029227]
840 ; 96 ; 7 ; 6 ; [0.61777063890872042] ; [0.48784545224667669]
840 ; 96 ; 8 ; 0 ; [0.015765382879794423, 0.014151484182461586, -0.00055874178511146149, -0.0038156413180129136] ; [0.13989956437441992, 0.5515367645313427, 0.26821364161506084, 0.15834299616602129]
840 ; 96 ; 8 ; 1 ; [0.040910717201130445] ; [0.27619606622936504]
840 ; 96 ; 8 ; 2 ; [0.11492819870566778] ; [0.0047335740988511286]
840 ; 96 ; 9 ; 1 ; [0.15766978641217586] ; [0.56908485932579533]
840 ; 96 ; 11 ; 0 ; [0.41126505737686181] ; [0.062645971364844871]
840 ; 96 ; 12 ; 4 ; [1.4664026220311024] ; [0.62177569168858948]
840 ; 96 ; 12 ; 13 ; [4.053048555717452] ; [2.9579362209277353]
840 ; 96 ; 12 ; 14 ; [0.75387005196529344] ; [0.28620866313968879]
840 ; 96 ; 13 ; 0 ; [0.33649949209753605] ; [0.17757461541043665]
840 ; 96 ; 13 ; 2 ; [0.064450671925470868] ; [0.21848960605380563]
840 ; 96 ; 13 ; 3 ; [0.26001925882331173] ; [0.26700725897397903]
840 ; 96 ; 13 ; 4 ; [0.42245049516198546] ; [0.0092490447525240792]
840 ; 96 ; 14 ; 8 ; [0.12450774529052933, 0.66545700511719641] ; [0.19942186223240516, 0.21888779156489463]
840 ; 96 ; 14 ; 9 ; [0.1550103921384002] ; [0.83944992821297282]
840 ; 96 ; 15 ; 0 ; [0.35122980944882815] ; [0.011677551150943547]
840 ; 96 ; 15 ; 1 ; [0.038885910632072161] ; [0.13237111274933605]
840 ; 96 ; 15 ; 5 ; [0.38227138827223861] ; [0.022360570022948389]
840 ; 96 ; 15 ; 8 ; [0.33839589472563641] ; [0.090097265602410631]
840 ; 96 ; 15 ; 10 ; [0.011429820915949657] ; [0.49168263327900869]
840 ; 96 ; 16 ; 0 ; [0.19997209600923174, 0.2492076648447093] ; [0.023761740573995674, 0.091008497991531864]
840 ; 96 ; 16 ; 1 ; [0.40844739764404647] ; [0.0133561749742452]
840 ; 96 ; 16 ; 2 ; [4.7236857778419798] ; [0.15723756765716962]
840 ; 96 ; 16 ; 8 ; [3.5817467342338833] ; [0.0082706246175994202]
840 ; 96 ; 18 ; 1 ; [0.81301771336075901] ; [0.15174518228700293]
840 ; 96 ; 18 ; 5 ; [2.2072511450188288] ; [2.3027634963810066]
840 ; 96 ; 18 ; 15 ; [2.3835216836209598] ; [0.65510184306565]
840 ; 96 ; 18 ; 16 ; [0.3272305554111008] ; [0.8236353536588904]
840 ; 96 ; 19 ; 0 ; [0.065369336586777571, 0.26680975959782144] ; [0.011349321364195307, 0.069569352951008037]
840 ; 96 ; 20 ; 0 ; [0.48319300261870018] ; [3.9186021370326203]
840 ; 96 ; 20 ; 1 ; [2.3262258458795686] ; [1.4852678384232592]
840 ; 96 ; 20 ; 2 ; [0.049339327200622139] ; [0.88271038954325509]
840 ; 96 ; 20 ; 3 ; [2.4916481608310228] ; [3.9370340057050566]
840 ; 96 ; 20 ; 4 ; [0.49343962312843093] ; [0.42797521584571341]
840 ; 96 ; 20 ; 5 ; [0.90727744495330176] ; [1.2135295980279803]
840 ; 96 ; 20 ; 6 ; [1.3028280090050472] ; [1.5189653189585854]
840 ; 96 ; 20 ; 8 ; [0.23884318047384132] ; [0.51336486775455648]
840 ; 96 ; 20 ; 9 ; [0.2875179197060288] ; [1.1924115382558136]
840 ; 96 ; 20 ; 13 ; [0.18251460959896434] ; [1.8793795963607061]
840 ; 96 ; 21 ; 0 ; [0.0077360750456327097] ; [0.047450739852037807]
840 ; 96 ; 21 ; 1 ; [0.37386795442660692] ; [0.31991729021447435]
840 ; 96 ; 21 ; 2 ; [0.48228223792086095] ; [0.68026615672529178]
840 ; 96 ; 22 ; 0 ; [0.18503412621871757] ; [0.45987051322241662]
840 ; 96 ; 22 ; 1 ; [0.90970076157359958] ; [0.24773432766508033]
840 ; 96 ; 22 ; 4 ; [0.62893031315452452] ; [3.6768313935414496]
840 ; 96 ; 22 ; 6 ; [2.253659557611198, 2.0496748301600234] ; [0.70712574206206802, 0.26764480474588459]
840 ; 96 ; 23 ; 0 ; [-0.0082723135263789212, 0.0019466606383793375, 0.023926285957649923] ; [0.22240054368063794, 0.17799180306594292, 0.12574552708640629]
840 ; 96 ; 24 ; 3 ; [2.4794880239478814] ; [-0.0073833503231264972]
840 ; 96 ; 24 ; 9 ; [0.76272656487907819] ; [1.4031503352769348]
840 ; 96 ; 24 ; 10 ; [2.2618716033490966] ; [0.94099014634822553]
840 ; 96 ; 24 ; 13 ; [1.5517900108867155] ; [0.52797259476725633]
840 ; 96 ; 24 ; 20 ; [0.14371139053295259] ; [1.2305717435426753]
840 ; 96 ; 25 ; 0 ; [0.33367310094712788, 0.41713103726888751] ; [0.18992031895392844, 0.55325653743322278]
840 ; 96 ; 25 ; 1 ; [0.63170735722914928] ; [0.49015419295106949]
