# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
840 ; 90 ; 0 ; 0 ; [1.366680185602515] ; [4.5870295917176103]
840 ; 90 ; 0 ; 1 ; [1.1097031865110243] ; [2.753301171865485]
840 ; 90 ; 0 ; 2 ; [2.1415182693148043] ; [0.42819490266469956]
840 ; 90 ; 0 ; 4 ; [1.3724791078529095] ; [1.3933225900054784]
840 ; 90 ; 0 ; 5 ; [1.4312822503443066] ; [0.76860668596017412]
840 ; 90 ; 0 ; 6 ; [0.40638923608331007] ; [2.3949291118504794]
840 ; 90 ; 0 ; 8 ; [0.98418590801107153] ; [3.1954351996640122]
840 ; 90 ; 0 ; 9 ; [0.96278188397510467] ; [2.3157392939511494]
840 ; 90 ; 0 ; 18 ; [1.3093525776308412] ; [1.9059387814559521]
840 ; 90 ; 0 ; 19 ; [2.2264257881721958] ; [1.5304037717976278]
840 ; 90 ; 0 ; 20 ; [1.2835839418824297] ; [1.4436560607132705]
840 ; 90 ; 0 ; 21 ; [1.524235576891656] ; [1.3357734029658326]
840 ; 90 ; 0 ; 22 ; [1.2754661961319136] ; [1.0553392613156674]
840 ; 90 ; 0 ; 23 ; [1.6245755652485285] ; [1.0397835213186493]
840 ; 90 ; 1 ; 0 ; [0.13218358900896926, 0.51008807614570539] ; [0.28610820328326547, 0.116739689572747]
840 ; 90 ; 2 ; 0 ; [0.39174503702767699, 0.96665027439650741] ; [0.27040877228315102, 0.54329266869172843]
840 ; 90 ; 3 ; 16 ; [1.8209452729359628] ; [0.30345692545571989]
840 ; 90 ; 3 ; 19 ; [2.2371730092332904] ; [2.8169128449600467]
840 ; 90 ; 3 ; 21 ; [1.3427746484826082] ; [0.90686262599300471]
840 ; 90 ; 3 ; 24 ; [1.8172953746824816] ; [1.9557792713698428]
840 ; 90 ; 3 ; 27 ; [1.5533462042757202] ; [2.6515829409053304]
840 ; 90 ; 4 ; 0 ; [0.11344341427745039] ; [-0.0065751961989783574]
840 ; 90 ; 5 ; 0 ; [0.075353776692916083, 0.070830328441143467, 0.043041583283321617, -0.015445603953524014] ; [0.20555728688650848, 0.21273751264191096, 0.23599624285783866, 0.045322615335793105]
840 ; 90 ; 7 ; 0 ; [0.28515330526853783] ; [0.4056215770938254]
840 ; 90 ; 7 ; 1 ; [0.47456435850669076] ; [0.016030180944333113]
840 ; 90 ; 7 ; 2 ; [1.8062842873948406] ; [1.4427078355095455]
840 ; 90 ; 7 ; 3 ; [0.72937692802996823] ; [1.2198865808130601]
840 ; 90 ; 8 ; 0 ; [0.13014344171727701, 0.15651564674889598, 0.22915433259435777, 0.1339693476467263, 0.017292266820430259] ; [0.08693015461822888, 0.26218946411085792, 0.31326202726292446, 0.21043559610795184, 0.13411381683588267]
840 ; 90 ; 8 ; 1 ; [0.026705452002423087] ; [0.26837326891208263]
840 ; 90 ; 9 ; 1 ; [1.4060523181697666] ; [1.0585587114475346]
840 ; 90 ; 9 ; 3 ; [1.3719997559553141] ; [2.6348346434483672]
840 ; 90 ; 9 ; 4 ; [1.0306621952826165] ; [6.6491078581914334]
840 ; 90 ; 9 ; 7 ; [1.8169807637038273] ; [1.3889237979037921]
840 ; 90 ; 11 ; 0 ; [0.14238215009586846, 0.10417017400589081, 0.016119624505659975] ; [0.18927109839406914, 0.31122742448112917, 0.049156424588189203]
840 ; 90 ; 12 ; 1 ; [0.21729591522832531] ; [0.20607915190623]
840 ; 90 ; 12 ; 5 ; [0.34657155787524285, 0.28408803478169026] ; [0.20873604154419317, 0.23134705647300013]
840 ; 90 ; 14 ; 0 ; [0.12387518868851372] ; [0.16075972140274267]
840 ; 90 ; 15 ; 0 ; [0.43572836417990074, 0.3943892569296813, 0.3845635543952246] ; [0.20811909408217358, 0.15670835140694972, 0.22096703830317224]
840 ; 90 ; 17 ; 3 ; [2.5622439373393435] ; [1.0052656117455843]
840 ; 90 ; 17 ; 5 ; [2.4099940568124461] ; [4.1782568914713956]
