# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
840 ; 77 ; 0 ; 0 ; [0.026376744298608319] ; [0.61907860789099023]
840 ; 77 ; 0 ; 1 ; [0.47643400653297874] ; [1.9939233029996544]
840 ; 77 ; 1 ; 0 ; [0.91827697437683453] ; [0.5132567571043023]
840 ; 77 ; 1 ; 1 ; [0.79881077993470251] ; [0.41819000414997398]
840 ; 77 ; 1 ; 2 ; [0.61372103800095457] ; [0.39277683411921521]
840 ; 77 ; 1 ; 3 ; [0.58893343289282651] ; [0.68553498665510482]
840 ; 77 ; 1 ; 8 ; [0.97316944471002698] ; [0.3296035106139566]
840 ; 77 ; 1 ; 27 ; [1.4576764639500628] ; [0.36927622582071251]
840 ; 77 ; 1 ; 31 ; [1.5996288082117849] ; [2.1853105211357322]
840 ; 77 ; 2 ; 0 ; [0.40206863575236662, 0.229941198256881] ; [0.46220955971996169, 0.33191908251722207]
840 ; 77 ; 2 ; 1 ; [1.3150425132807861] ; [1.7238277889464029]
840 ; 77 ; 3 ; 0 ; [0.28635866519624931] ; [0.1902615534149065]
840 ; 77 ; 3 ; 1 ; [0.97160836473830059, 1.1728214302849063] ; [0.51617285223813669, 0.74165283145786731]
840 ; 77 ; 4 ; 0 ; [0.25213956718595942, 0.0040541830530470818] ; [0.44664049676435985, 0.21475453559915661]
840 ; 77 ; 4 ; 2 ; [0.039171580102016768] ; [1.9968737288257834]
840 ; 77 ; 5 ; 2 ; [0.062301001663637626, 0.2334473933527782, 0.067246501657408433] ; [0.14508232589387443, 0.3491039519532711, 0.074000397277738147]
840 ; 77 ; 6 ; 0 ; [0.15273728321416016, 0.11650907494513847, 0.7144971722251966] ; [0.19866405908704596, 0.1426138483204899, 0.099097131443405873]
840 ; 77 ; 7 ; 2 ; [0.34417567219603823] ; [0.00011591443808020631]
840 ; 77 ; 7 ; 5 ; [1.4826755939131069] ; [0.98171278827503117]
840 ; 77 ; 7 ; 6 ; [1.4272525388795232] ; [5.1063425599226839]
840 ; 77 ; 7 ; 9 ; [0.39951576609355066] ; [1.4110720656445557]
840 ; 77 ; 7 ; 11 ; [0.55556933007808362] ; [5.4351635216058902]
840 ; 77 ; 7 ; 12 ; [1.4672180278525324] ; [3.6995854473605427]
840 ; 77 ; 8 ; 0 ; [0.051653528025851152, -0.0019609004640728416] ; [0.27187154511094086, 0.014945833862147076]
840 ; 77 ; 9 ; 0 ; [0.14818172518200032, 0.2085802990515655, 0.16048138220111088] ; [0.19045176819352327, 0.37251636909337038, 0.18986623963291394]
840 ; 77 ; 9 ; 1 ; [0.18482848197699406] ; [0.38951843915030526]
840 ; 77 ; 9 ; 2 ; [0.14837913709579983] ; [0.17014477251994781]
840 ; 77 ; 9 ; 4 ; [0.14638767296021687, 0.50516215206502468] ; [0.21861305549099669, 0.44516947487416331]
840 ; 77 ; 9 ; 5 ; [0.075248588254974783] ; [0.065265937204668639]
840 ; 77 ; 10 ; 2 ; [0.047700238831108951] ; [0.40605315920249024]
840 ; 77 ; 10 ; 5 ; [1.9565093148231829] ; [0.18825535243482042]
840 ; 77 ; 11 ; 0 ; [0.30351102606961727, 0.40844810704963613] ; [0.20671695868270915, 0.7245902500745941]
840 ; 77 ; 12 ; 0 ; [1.1433807607437807] ; [-0.0008654921995925256]
840 ; 77 ; 12 ; 2 ; [0.80611223352123584] ; [0.041009808165707894]
840 ; 77 ; 12 ; 5 ; [2.0621714276360761] ; [1.7605459267497623]
840 ; 77 ; 12 ; 8 ; [1.655524163984275] ; [2.1112413128743968]
840 ; 77 ; 12 ; 15 ; [1.0159920241531892] ; [3.0679190398020473]
840 ; 77 ; 12 ; 16 ; [0.92231897207673963] ; [0.18806533383050444]
840 ; 77 ; 13 ; 0 ; [0.066115755911913446, 0.094776514730717493, 0.097896369725143845, 0.038447141028420104] ; [0.23475036419515349, 0.25356510085104284, 0.21551188385533315, 0.17021481944812536]
840 ; 77 ; 14 ; 0 ; [-0.0085118022120091799, 0.16610210077248838, 0.27160032848791787] ; [0.2150252037302233, 0.50419320591719452, 0.029645335498313]
