# Run ; Subrun ; Event ; Track ; Charge Ratios View 0 ; Charge Ratios View 1 #
795 ; 0 ; 0 ; 0 ; [0.04724498799099118, 0.15898879986486478, 0.0075408383105855115] ; [0.53234797158050129, 0.12300097471305262, -0.0053665667534356747]
795 ; 0 ; 1 ; 0 ; [0.13272488717271108, 0.3540976815616011, 0.0026932177977512959] ; [0.11395942258055212, 0.24554962721887522, 0.072125219350784808]
795 ; 0 ; 2 ; 0 ; [0.0090351869390697774, 0.0096495666151106274, 0.0017362103119275786, 0.012640583141087774, -0.0009337308932521616] ; [0.09178679474433013, 0.075527189416183235, 0.045070071452118367, 0.24182567332954108, 0.13196435075009302]
795 ; 0 ; 3 ; 0 ; [0.48461271823643354] ; [0.46189343018666479]
795 ; 0 ; 3 ; 1 ; [0.85109136335436242] ; [0.073875866162222067]
795 ; 0 ; 4 ; 0 ; [0.8156750922908782] ; [0.17134624122786535]
795 ; 0 ; 5 ; 0 ; [1.7941868945481747] ; [0.87698790051972197]
795 ; 0 ; 5 ; 1 ; [1.0047819401408284] ; [1.6358857463516381]
795 ; 0 ; 5 ; 3 ; [2.0272827536657201] ; [1.3213670782829443]
795 ; 0 ; 5 ; 5 ; [1.0599278888363257] ; [2.030350089381102]
795 ; 0 ; 5 ; 10 ; [1.2071520533556939] ; [0.72961119394598151]
795 ; 0 ; 5 ; 15 ; [1.2332579953139728] ; [1.5591030528101855]
795 ; 0 ; 5 ; 18 ; [1.338269394069153] ; [1.0728624393164217]
795 ; 0 ; 5 ; 20 ; [1.3819414907236487] ; [1.3403063833540243]
795 ; 0 ; 5 ; 21 ; [1.5003812512991102] ; [3.0790490976778577]
795 ; 0 ; 5 ; 24 ; [0.97176390611301522] ; [1.1940501768686405]
795 ; 0 ; 5 ; 25 ; [1.8647611169740539] ; [2.6090077197612516]
795 ; 0 ; 5 ; 27 ; [1.238096326383092] ; [1.8391172161898117]
795 ; 0 ; 5 ; 30 ; [2.1476069281002705] ; [0.78771358270435543]
795 ; 0 ; 5 ; 31 ; [1.6420713696966291] ; [1.2140163006382296]
795 ; 0 ; 5 ; 32 ; [2.5958263468723772] ; [3.7768934640425038]
795 ; 0 ; 5 ; 33 ; [2.0368378419190258] ; [1.030834015276344]
795 ; 0 ; 5 ; 39 ; [1.4325953364425099] ; [2.7179791214051439]
795 ; 0 ; 5 ; 40 ; [2.5711161412425541] ; [0.84699768391034624]
795 ; 0 ; 5 ; 41 ; [1.2878876699492683] ; [1.4764532450612449]
795 ; 0 ; 6 ; 0 ; [0.10135142991492346, 0.23371893003914887] ; [0.087510111069585395, 0.31968128908128857]
795 ; 0 ; 6 ; 1 ; [0.21443050813215134] ; [0.12046897785364601]
795 ; 0 ; 7 ; 0 ; [0.25164495052270114, 0.097496933431265337, 0.33136372067519881, 0.039964349028832176] ; [-0.013138345338036796, 0.1177822813274878, 0.29455707142636772, 0.15911769480051061]
